HGNC gene	Residual Variation Intolerance Score	Residual Variation Intolerance Score Percentile
PRMT1	-0.560178693	19.30879925
PRPF19	-0.560178693	19.30879925
PRPF3	-0.560178693	19.30879925
PSMC4	-0.560178693	19.30879925
RAB27A	-0.560178693	19.30879925
RAB40C	-0.560178693	19.30879925
RFC3	-0.560178693	19.30879925
RPS2	-0.560178693	19.30879925
RUVBL1	-0.560178693	19.30879925
SRSF6	-0.560178693	19.30879925
SYNCRIP	-0.560178693	19.30879925
THRA	-0.560178693	19.30879925
TMEM189-UBE2V1	-0.560178693	19.30879925
TMOD1	-0.560178693	19.30879925
TMOD3	-0.560178693	19.30879925
TRAM1L1	-0.560178693	19.30879925
TRIM8	-0.560178693	19.30879925
UXS1	-0.560178693	19.30879925
WBSCR22	-0.560178693	19.30879925
WNT8A	-0.560178693	19.30879925
ZFP161	-0.560178693	19.30879925
ALAD	-0.558357437	19.54470394
APEX2	-0.558357437	19.54470394
AZGP1	-0.558357437	19.54470394
BBOX1	-0.558357437	19.54470394
C1QTNF7	-0.558357437	19.54470394
C9orf72	-0.558357437	19.54470394
CPSF3	-0.558357437	19.54470394
CRISPLD1	-0.558357437	19.54470394
DMWD	-0.558357437	19.54470394
DNAJC1	-0.558357437	19.54470394
DNM1	-0.558357437	19.54470394
ETFDH	-0.558357437	19.54470394
GUCY1B3	-0.558357437	19.54470394
IFT52	-0.558357437	19.54470394
KCNA1	-0.558357437	19.54470394
KCNN3	-0.558357437	19.54470394
LMBRD1	-0.558357437	19.54470394
LRRC39	-0.558357437	19.54470394
LRRC55	-0.558357437	19.54470394
MARCH6	-0.558357437	19.54470394
MTF2	-0.558357437	19.54470394
NT5DC3	-0.558357437	19.54470394
PRMT5	-0.558357437	19.54470394
PTPN9	-0.558357437	19.54470394
RCC1	-0.558357437	19.54470394
RDX	-0.558357437	19.54470394
RFC2	-0.558357437	19.54470394
RNF26	-0.558357437	19.54470394
RNGTT	-0.558357437	19.54470394
RUNDC1	-0.558357437	19.54470394
SLC25A18	-0.558357437	19.54470394
SLC9A7	-0.558357437	19.54470394
STIP1	-0.558357437	19.54470394
TAF5	-0.558357437	19.54470394
TAT	-0.558357437	19.54470394
TCF4	-0.558357437	19.54470394
TES	-0.558357437	19.54470394
TRMT6	-0.558357437	19.54470394
UBE3A	-0.558357437	19.54470394
ZNF704	-0.558357437	19.54470394
HK3	-0.556806243	19.55060156
ACBD5	-0.556537043	19.72753008
ARHGAP6	-0.556537043	19.72753008
CACNB1	-0.556537043	19.72753008
CDC42EP4	-0.556537043	19.72753008
CPEB1	-0.556537043	19.72753008
CPN1	-0.556537043	19.72753008
CYP19A1	-0.556537043	19.72753008
CYP4X1	-0.556537043	19.72753008
DDX50	-0.556537043	19.72753008
DOC2A	-0.556537043	19.72753008
GALE	-0.556537043	19.72753008
GALNT2	-0.556537043	19.72753008
GSS	-0.556537043	19.72753008
MAP4K1	-0.556537043	19.72753008
MITF	-0.556537043	19.72753008
NEDD1	-0.556537043	19.72753008
NFKBIB	-0.556537043	19.72753008
NIM1	-0.556537043	19.72753008
OR56A4	-0.556537043	19.72753008
PARN	-0.556537043	19.72753008
PIPOX	-0.556537043	19.72753008
PMM2	-0.556537043	19.72753008
PRKRIR	-0.556537043	19.72753008
RNF169	-0.556537043	19.72753008
SNX29	-0.556537043	19.72753008
TLE4	-0.556537043	19.72753008
TRIM26	-0.556537043	19.72753008
UGT1A1	-0.556537043	19.72753008
USP48	-0.556537043	19.72753008
ZNF213	-0.556537043	19.72753008
AFF4	-0.554717505	19.79830149
ANAPC5	-0.554717505	19.79830149
CDK20	-0.554717505	19.79830149
GPATCH3	-0.554717505	19.79830149
GPR149	-0.554717505	19.79830149
LEPREL1	-0.554717505	19.79830149
MATK	-0.554717505	19.79830149
NET1	-0.554717505	19.79830149
NGLY1	-0.554717505	19.79830149
TBX5	-0.554717505	19.79830149
TOM1	-0.554717505	19.79830149
UMOD	-0.554717505	19.79830149
JMJD1C	-0.553188106	19.81009672
PRDM2	-0.553188106	19.81009672
BAIAP2L1	-0.552898813	19.86317528
F10	-0.552898813	19.86317528
HAS3	-0.552898813	19.86317528
ITPRIP	-0.552898813	19.86317528
NR1I2	-0.552898813	19.86317528
NUAK1	-0.552898813	19.86317528
NUP107	-0.552898813	19.86317528
PHF20	-0.552898813	19.86317528
RFWD3	-0.552898813	19.86317528
ADAMTS14	-0.5513802	19.86907289
ADAM22	-0.551080959	19.93394669
ADAMTS19	-0.551080959	19.93394669
APBB1	-0.551080959	19.93394669
ARHGEF4	-0.551080959	19.93394669
ARMC2	-0.551080959	19.93394669
C14orf101	-0.551080959	19.93394669
GALNT6	-0.551080959	19.93394669
MTMR4	-0.551080959	19.93394669
POU6F2	-0.551080959	19.93394669
WHSC1L1	-0.551080959	19.93394669
ZNF347	-0.551080959	19.93394669
C5orf42	-0.549573058	19.9398443
CACNA2D2	-0.549263935	19.95163954
CD22	-0.549263935	19.95163954
VCAN	-0.548208384	19.95753715
CENPE	-0.547766672	19.96933239
NUMA1	-0.547766672	19.96933239
EEA1	-0.547447733	19.99882048
GRIK4	-0.547447733	19.99882048
MYO1H	-0.547447733	19.99882048
RBM6	-0.547447733	19.99882048
UBN2	-0.547447733	19.99882048
ABCB4	-0.545632343	20.02241095
ARHGAP5	-0.545632343	20.02241095
NAT10	-0.545632343	20.02241095
PARP14	-0.545632343	20.02241095
OGDHL	-0.542003971	20.02830856
TNR	-0.540190972	20.0401038
ZFYVE28	-0.540190972	20.0401038
ACAD10	-0.538378753	20.05189903
PDE6B	-0.538378753	20.05189903
ACAT1	-0.538132194	20.26421326
AP3M2	-0.538132194	20.26421326
ASNA1	-0.538132194	20.26421326
CAMK2A	-0.538132194	20.26421326
CHN1	-0.538132194	20.26421326
COPS3	-0.538132194	20.26421326
CYB561	-0.538132194	20.26421326
CYTH3	-0.538132194	20.26421326
DAZAP1	-0.538132194	20.26421326
DTYMK	-0.538132194	20.26421326
ELF5	-0.538132194	20.26421326
GLCCI1	-0.538132194	20.26421326
HNF1B	-0.538132194	20.26421326
KCTD21	-0.538132194	20.26421326
MFAP3	-0.538132194	20.26421326
MYF5	-0.538132194	20.26421326
NELF	-0.538132194	20.26421326
NFIA	-0.538132194	20.26421326
NKRF	-0.538132194	20.26421326
NME4	-0.538132194	20.26421326
PI4K2B	-0.538132194	20.26421326
PLEKHB1	-0.538132194	20.26421326
POLR3H	-0.538132194	20.26421326
POU2F2	-0.538132194	20.26421326
PPP2R5B	-0.538132194	20.26421326
RAB4B	-0.538132194	20.26421326
RNF8	-0.538132194	20.26421326
RPL7L1	-0.538132194	20.26421326
SEC61A1	-0.538132194	20.26421326
SNRPA	-0.538132194	20.26421326
STX6	-0.538132194	20.26421326
TRAF6	-0.538132194	20.26421326
WDR89	-0.538132194	20.26421326
YIPF3	-0.538132194	20.26421326
ZNF385A	-0.538132194	20.26421326
ZNF670	-0.538132194	20.26421326
ABCD1	-0.53631094	20.53550366
ALDH1A1	-0.53631094	20.53550366
ATCAY	-0.53631094	20.53550366
BCKDK	-0.53631094	20.53550366
C14orf93	-0.53631094	20.53550366
C1QTNF2	-0.53631094	20.53550366
C3orf37	-0.53631094	20.53550366
C7orf43	-0.53631094	20.53550366
CYTH1	-0.53631094	20.53550366
DPF3	-0.53631094	20.53550366
EIF4B	-0.53631094	20.53550366
EZH2	-0.53631094	20.53550366
FYN	-0.53631094	20.53550366
GAS7	-0.53631094	20.53550366
GLS2	-0.53631094	20.53550366
GPR141	-0.53631094	20.53550366
H2AFY2	-0.53631094	20.53550366
HADHB	-0.53631094	20.53550366
HAPLN1	-0.53631094	20.53550366
HTR1D	-0.53631094	20.53550366
KCNA4	-0.53631094	20.53550366
KLHL23	-0.53631094	20.53550366
KLHL29	-0.53631094	20.53550366
LAT	-0.53631094	20.53550366
LGALS4	-0.53631094	20.53550366
LIM2	-0.53631094	20.53550366
LIN54	-0.53631094	20.53550366
LMBR1	-0.53631094	20.53550366
MAGED1	-0.53631094	20.53550366
NLGN3	-0.53631094	20.53550366
PCED1B	-0.53631094	20.53550366
PDGFD	-0.53631094	20.53550366
POU4F3	-0.53631094	20.53550366
RBM4B	-0.53631094	20.53550366
SAMD14	-0.53631094	20.53550366
SGCE	-0.53631094	20.53550366
SLC22A17	-0.53631094	20.53550366
STC2	-0.53631094	20.53550366
STK11	-0.53631094	20.53550366
TMEM184B	-0.53631094	20.53550366
TUBB6	-0.53631094	20.53550366
VPS37A	-0.53631094	20.53550366
VPS45	-0.53631094	20.53550366
WNT2B	-0.53631094	20.53550366
ZNF136	-0.53631094	20.53550366
ZNF148	-0.53631094	20.53550366
MYBPC3	-0.534756622	20.54140127
ARNT	-0.534490515	20.70063694
BIRC3	-0.534490515	20.70063694
CD82	-0.534490515	20.70063694
COLQ	-0.534490515	20.70063694
DHPS	-0.534490515	20.70063694
ELMO1	-0.534490515	20.70063694
ERCC8	-0.534490515	20.70063694
ESRP1	-0.534490515	20.70063694
FAM222B	-0.534490515	20.70063694
FPGS	-0.534490515	20.70063694
FXR2	-0.534490515	20.70063694
IPP	-0.534490515	20.70063694
KCNJ5	-0.534490515	20.70063694
LRTM2	-0.534490515	20.70063694
MBOAT7	-0.534490515	20.70063694
MSL2	-0.534490515	20.70063694
N4BP1	-0.534490515	20.70063694
PDLIM3	-0.534490515	20.70063694
PIK3R2	-0.534490515	20.70063694
PYCR1	-0.534490515	20.70063694
PYROXD1	-0.534490515	20.70063694
SLC2A14	-0.534490515	20.70063694
SLC44A1	-0.534490515	20.70063694
SS18L1	-0.534490515	20.70063694
SYT13	-0.534490515	20.70063694
ZKSCAN4	-0.534490515	20.70063694
ZNF70	-0.534490515	20.70063694
DST	-0.532709792	20.70653456
C11orf49	-0.532670911	20.78320359
CLOCK	-0.532670911	20.78320359
DDX56	-0.532670911	20.78320359
MED25	-0.532670911	20.78320359
MFGE8	-0.532670911	20.78320359
PACSIN3	-0.532670911	20.78320359
PHF14	-0.532670911	20.78320359
S1PR4	-0.532670911	20.78320359
SLC45A3	-0.532670911	20.78320359
SMCR7	-0.532670911	20.78320359
THEMIS2	-0.532670911	20.78320359
TMEM245	-0.532670911	20.78320359
WSCD2	-0.532670911	20.78320359
LRCH3	-0.530852121	20.82448691
MPL	-0.530852121	20.82448691
PCDHGC4	-0.530852121	20.82448691
SECISBP2	-0.530852121	20.82448691
SMOC2	-0.530852121	20.82448691
TNFAIP3	-0.530852121	20.82448691
VPS33B	-0.530852121	20.82448691
GRIP1	-0.529034136	20.85987261
IPO11	-0.529034136	20.85987261
NUP62	-0.529034136	20.85987261
PNKP	-0.529034136	20.85987261
RHPN1	-0.529034136	20.85987261
SLC7A9	-0.529034136	20.85987261
INTU	-0.527216948	20.8893607
MFRP	-0.527216948	20.8893607
RBM12B	-0.527216948	20.8893607
SLC6A13	-0.527216948	20.8893607
SLC6A20	-0.527216948	20.8893607
CAPRIN2	-0.525400547	20.91295117
MKL1	-0.525400547	20.91295117
TFR2	-0.525400547	20.91295117
ZSCAN20	-0.525400547	20.91295117
ATXN1	-0.523584927	20.93654164
CAPN12	-0.523584927	20.93654164
TDRD1	-0.523584927	20.93654164
TTI1	-0.523584927	20.93654164
PCDHA13	-0.521770079	20.94243925
SORBS2	-0.519955994	20.95423449
UACA	-0.519955994	20.95423449
OSBPL5	-0.518142664	20.96013211
CASKIN2	-0.516330081	20.97192734
ITGAD	-0.516330081	20.97192734
AQP2	-0.516085732	21.20193442
ARPC1A	-0.516085732	21.20193442
ASB1	-0.516085732	21.20193442
ATP6V1C1	-0.516085732	21.20193442
B4GALT1	-0.516085732	21.20193442
CAMK1	-0.516085732	21.20193442
CAPRIN1	-0.516085732	21.20193442
CBLL1	-0.516085732	21.20193442
CCNY	-0.516085732	21.20193442
CLDN10	-0.516085732	21.20193442
CUL1	-0.516085732	21.20193442
DDX17	-0.516085732	21.20193442
EFNB2	-0.516085732	21.20193442
FAM57A	-0.516085732	21.20193442
FLOT1	-0.516085732	21.20193442
HRH2	-0.516085732	21.20193442
IL17B	-0.516085732	21.20193442
IQSEC2	-0.516085732	21.20193442
KCNA6	-0.516085732	21.20193442
MALSU1	-0.516085732	21.20193442
MAT2A	-0.516085732	21.20193442
MBLAC2	-0.516085732	21.20193442
MDM2	-0.516085732	21.20193442
MTM1	-0.516085732	21.20193442
NUDC	-0.516085732	21.20193442
OXGR1	-0.516085732	21.20193442
PARD6G	-0.516085732	21.20193442
PORCN	-0.516085732	21.20193442
PTBP2	-0.516085732	21.20193442
RBM4	-0.516085732	21.20193442
RBPJ	-0.516085732	21.20193442
RUNDC3B	-0.516085732	21.20193442
SDCBP	-0.516085732	21.20193442
SLC25A1	-0.516085732	21.20193442
SLC30A4	-0.516085732	21.20193442
SPRYD3	-0.516085732	21.20193442
TEAD1	-0.516085732	21.20193442
UBAC2	-0.516085732	21.20193442
VPS26B	-0.516085732	21.20193442
HIVEP3	-0.514887152	21.20783204
FHOD3	-0.514518236	21.21962727
PFAS	-0.514518236	21.21962727
ACVR1	-0.514264485	21.41424864
AGPAT4	-0.514264485	21.41424864
BMP7	-0.514264485	21.41424864
CCDC96	-0.514264485	21.41424864
CCR7	-0.514264485	21.41424864
CDK14	-0.514264485	21.41424864
CDK17	-0.514264485	21.41424864
CELF4	-0.514264485	21.41424864
CORO1A	-0.514264485	21.41424864
DMRTC2	-0.514264485	21.41424864
GRSF1	-0.514264485	21.41424864
HIST1H2AH	-0.514264485	21.41424864
HIST3H3	-0.514264485	21.41424864
HSDL1	-0.514264485	21.41424864
IFIT1	-0.514264485	21.41424864
KLHDC1	-0.514264485	21.41424864
KLK7	-0.514264485	21.41424864
MAP2K7	-0.514264485	21.41424864
NR2C1	-0.514264485	21.41424864
PARP6	-0.514264485	21.41424864
PDIA3	-0.514264485	21.41424864
PIAS1	-0.514264485	21.41424864
PIP5K1A	-0.514264485	21.41424864
QTRT1	-0.514264485	21.41424864
RAD21	-0.514264485	21.41424864
RASGEF1B	-0.514264485	21.41424864
RCOR2	-0.514264485	21.41424864
SERTAD2	-0.514264485	21.41424864
STXBP3	-0.514264485	21.41424864
SWAP70	-0.514264485	21.41424864
TM9SF4	-0.514264485	21.41424864
URI1	-0.514264485	21.41424864
UST	-0.514264485	21.41424864
ITSN2	-0.512707122	21.42014626
AGPAT5	-0.512444034	21.55579146
ASB5	-0.512444034	21.55579146
BRAP	-0.512444034	21.55579146
CCDC36	-0.512444034	21.55579146
DCBLD1	-0.512444034	21.55579146
DCTN4	-0.512444034	21.55579146
DES	-0.512444034	21.55579146
FGD1	-0.512444034	21.55579146
FUBP3	-0.512444034	21.55579146
GAD1	-0.512444034	21.55579146
GLRA1	-0.512444034	21.55579146
ING1	-0.512444034	21.55579146
INTS7	-0.512444034	21.55579146
NARS	-0.512444034	21.55579146
NMD3	-0.512444034	21.55579146
OSBPL8	-0.512444034	21.55579146
PGAM2	-0.512444034	21.55579146
PLD3	-0.512444034	21.55579146
SNX1	-0.512444034	21.55579146
TRMT1L	-0.512444034	21.55579146
VPS52	-0.512444034	21.55579146
ZNF547	-0.512444034	21.55579146
ZNF668	-0.512444034	21.55579146
ASS1	-0.510624372	21.65015334
ATG7	-0.510624372	21.65015334
CNOT10	-0.510624372	21.65015334
CX3CL1	-0.510624372	21.65015334
DTNA	-0.510624372	21.65015334
GABRD	-0.510624372	21.65015334
GCDH	-0.510624372	21.65015334
LAP3	-0.510624372	21.65015334
LRRC45	-0.510624372	21.65015334
MAPK4	-0.510624372	21.65015334
SLC43A3	-0.510624372	21.65015334
TSGA10	-0.510624372	21.65015334
VTN	-0.510624372	21.65015334
ZNF251	-0.510624372	21.65015334
ZNF296	-0.510624372	21.65015334
ZNF766	-0.510624372	21.65015334
ASIC5	-0.50880549	21.72682236
CTTN	-0.50880549	21.72682236
DHX32	-0.50880549	21.72682236
GALNTL1	-0.50880549	21.72682236
GIT2	-0.50880549	21.72682236
INTS10	-0.50880549	21.72682236
ITPKC	-0.50880549	21.72682236
MAP4K3	-0.50880549	21.72682236
PHF17	-0.50880549	21.72682236
SLC24A2	-0.50880549	21.72682236
SMEK2	-0.50880549	21.72682236
ZNF48	-0.50880549	21.72682236
ZXDC	-0.50880549	21.72682236
CFTR	-0.50727808	21.73271998
GPR56	-0.506987379	21.76810569
KAZN	-0.506987379	21.76810569
NPAS2	-0.506987379	21.76810569
SLC11A1	-0.506987379	21.76810569
SLC22A2	-0.506987379	21.76810569
TDP1	-0.506987379	21.76810569
ADARB2	-0.505170032	21.79759377
KATNB1	-0.505170032	21.79759377
MMRN2	-0.505170032	21.79759377
URGCP	-0.505170032	21.79759377
WWP2	-0.505170032	21.79759377
PADI2	-0.50335344	21.80938901
PPFIBP1	-0.50335344	21.80938901
FAT4	-0.502828893	21.81528662
FAM135A	-0.501537595	21.83887709
KIAA1324	-0.501537595	21.83887709
PAMR1	-0.501537595	21.83887709
RAD50	-0.501537595	21.83887709
MYOM2	-0.500487825	21.84477471
TMEM132D	-0.499722488	21.85067233
EMILIN2	-0.497908112	21.86246756
TYK2	-0.497908112	21.86246756
ABHD6	-0.494039303	22.09247464
ANKRD34A	-0.494039303	22.09247464
C22orf13	-0.494039303	22.09247464
CAMKV	-0.494039303	22.09247464
CELF1	-0.494039303	22.09247464
CLVS1	-0.494039303	22.09247464
DTX3	-0.494039303	22.09247464
EPHX4	-0.494039303	22.09247464
ERLIN2	-0.494039303	22.09247464
FOXA3	-0.494039303	22.09247464
GFPT1	-0.494039303	22.09247464
GPR173	-0.494039303	22.09247464
GPS2	-0.494039303	22.09247464
GRINA	-0.494039303	22.09247464
ISL2	-0.494039303	22.09247464
LCMT1	-0.494039303	22.09247464
NLK	-0.494039303	22.09247464
NR0B1	-0.494039303	22.09247464
NTMT1	-0.494039303	22.09247464
NUP35	-0.494039303	22.09247464
PELI1	-0.494039303	22.09247464
PNCK	-0.494039303	22.09247464
PRKAA1	-0.494039303	22.09247464
RARB	-0.494039303	22.09247464
RBM14-RBM4	-0.494039303	22.09247464
RNF121	-0.494039303	22.09247464
RNF166	-0.494039303	22.09247464
RPS6KB1	-0.494039303	22.09247464
SCML2	-0.494039303	22.09247464
SMC1A	-0.494039303	22.09247464
SNW1	-0.494039303	22.09247464
SRSF5	-0.494039303	22.09247464
TIMP4	-0.494039303	22.09247464
TRAM2	-0.494039303	22.09247464
TRIM52	-0.494039303	22.09247464
VASH1	-0.494039303	22.09247464
WDR13	-0.494039303	22.09247464
ZIC1	-0.494039303	22.09247464
ZMYND11	-0.494039303	22.09247464
AGPAT3	-0.492218069	22.35786742
ARAF	-0.492218069	22.35786742
ARMCX2	-0.492218069	22.35786742
ASIC1	-0.492218069	22.35786742
CADM3	-0.492218069	22.35786742
CCDC94	-0.492218069	22.35786742
CCNA1	-0.492218069	22.35786742
CISH	-0.492218069	22.35786742
DACH2	-0.492218069	22.35786742
DHRS1	-0.492218069	22.35786742
EBI3	-0.492218069	22.35786742
FOXO3	-0.492218069	22.35786742
GABRB3	-0.492218069	22.35786742
GNB2	-0.492218069	22.35786742
GPD1L	-0.492218069	22.35786742
GTF2H4	-0.492218069	22.35786742
HELT	-0.492218069	22.35786742
HMGCR	-0.492218069	22.35786742
HMGXB4	-0.492218069	22.35786742
IST1	-0.492218069	22.35786742
KLC1	-0.492218069	22.35786742
KLF12	-0.492218069	22.35786742
LIN9	-0.492218069	22.35786742
LPPR1	-0.492218069	22.35786742
MFSD2A	-0.492218069	22.35786742
NAB1	-0.492218069	22.35786742
NAGK	-0.492218069	22.35786742
NMI	-0.492218069	22.35786742
POPDC2	-0.492218069	22.35786742
RAB3IP	-0.492218069	22.35786742
RHBDD2	-0.492218069	22.35786742
SCAI	-0.492218069	22.35786742
SH3GL2	-0.492218069	22.35786742
SLC20A1	-0.492218069	22.35786742
SLC38A6	-0.492218069	22.35786742
SMARCD3	-0.492218069	22.35786742
SPDYC	-0.492218069	22.35786742
STAT3	-0.492218069	22.35786742
STK32A	-0.492218069	22.35786742
SYT14	-0.492218069	22.35786742
TMEM169	-0.492218069	22.35786742
ZBTB8A	-0.492218069	22.35786742
ZNF280C	-0.492218069	22.35786742
ZNF35	-0.492218069	22.35786742
ZPBP	-0.492218069	22.35786742
ALG11	-0.490397599	22.50530786
ASIC2	-0.490397599	22.50530786
ATE1	-0.490397599	22.50530786
CDKN2AIP	-0.490397599	22.50530786
CHDH	-0.490397599	22.50530786
DPYSL5	-0.490397599	22.50530786
DUSP10	-0.490397599	22.50530786
GNA15	-0.490397599	22.50530786
IKZF4	-0.490397599	22.50530786
NR1H2	-0.490397599	22.50530786
P2RX1	-0.490397599	22.50530786
PICALM	-0.490397599	22.50530786
PPM1B	-0.490397599	22.50530786
PUS10	-0.490397599	22.50530786
RBM47	-0.490397599	22.50530786
RNF214	-0.490397599	22.50530786
RTN4IP1	-0.490397599	22.50530786
SERPINA6	-0.490397599	22.50530786
SLC16A14	-0.490397599	22.50530786
SLC22A6	-0.490397599	22.50530786
SPOCK1	-0.490397599	22.50530786
TOR3A	-0.490397599	22.50530786
TRIM9	-0.490397599	22.50530786
ULK3	-0.490397599	22.50530786
ZNF300	-0.490397599	22.50530786
AMBP	-0.488577883	22.64685067
BRF2	-0.488577883	22.64685067
BRWD3	-0.488577883	22.64685067
CDH8	-0.488577883	22.64685067
COMP	-0.488577883	22.64685067
CYP3A4	-0.488577883	22.64685067
DNMT3L	-0.488577883	22.64685067
ENO3	-0.488577883	22.64685067
EXOC8	-0.488577883	22.64685067
LCP2	-0.488577883	22.64685067
LMLN	-0.488577883	22.64685067
LRIF1	-0.488577883	22.64685067
NTRK2	-0.488577883	22.64685067
PAK4	-0.488577883	22.64685067
PAN3	-0.488577883	22.64685067
PEX14	-0.488577883	22.64685067
PGBD3	-0.488577883	22.64685067
PROKR1	-0.488577883	22.64685067
PTPN12	-0.488577883	22.64685067
RUFY1	-0.488577883	22.64685067
SHCBP1	-0.488577883	22.64685067
SLC27A2	-0.488577883	22.64685067
SNX14	-0.488577883	22.64685067
STAM	-0.488577883	22.64685067
ACSS2	-0.486758915	22.69992923
CAPN7	-0.486758915	22.69992923
NOX3	-0.486758915	22.69992923
PAXIP1	-0.486758915	22.69992923
SPG20	-0.486758915	22.69992923
SYNPO2L	-0.486758915	22.69992923
TCHP	-0.486758915	22.69992923
TKT	-0.486758915	22.69992923
TSNAXIP1	-0.486758915	22.69992923
ATP6V1B1	-0.484940685	22.75300778
DAK	-0.484940685	22.75300778
EXT2	-0.484940685	22.75300778
NRP1	-0.484940685	22.75300778
OGDH	-0.484940685	22.75300778
PHF15	-0.484940685	22.75300778
SULF1	-0.484940685	22.75300778
TOP3B	-0.484940685	22.75300778
UGT1A10	-0.484940685	22.75300778
CPT1A	-0.483123186	22.78249587
DDX10	-0.483123186	22.78249587
NFKB1	-0.483123186	22.78249587
PHC2	-0.483123186	22.78249587
SLCO2B1	-0.483123186	22.78249587
SPG11	-0.481610219	22.78839349
KCNH8	-0.481306408	22.80018872
XYLT2	-0.481306408	22.80018872
CATSPER1	-0.479490344	22.81788158
FAM83B	-0.479490344	22.81788158
FSTL4	-0.479490344	22.81788158
IFT140	-0.477995801	22.82377919
PRRC2B	-0.476189544	22.82967681
TECPR2	-0.472233057	22.84147205
TMEM2	-0.472233057	22.84147205
APOA1	-0.471992905	23.03609342
C15orf44	-0.471992905	23.03609342
CHMP6	-0.471992905	23.03609342
ELMOD1	-0.471992905	23.03609342
FAM125B	-0.471992905	23.03609342
FBXW11	-0.471992905	23.03609342
GNA12	-0.471992905	23.03609342
GNPDA1	-0.471992905	23.03609342
GPR61	-0.471992905	23.03609342
KLHDC5	-0.471992905	23.03609342
LDB2	-0.471992905	23.03609342
MED27	-0.471992905	23.03609342
MFAP4	-0.471992905	23.03609342
NDUFB10	-0.471992905	23.03609342
PRKACA	-0.471992905	23.03609342
PRKX	-0.471992905	23.03609342
PSMC3	-0.471992905	23.03609342
RAMP1	-0.471992905	23.03609342
RBBP5	-0.471992905	23.03609342
RBP4	-0.471992905	23.03609342
RGS7	-0.471992905	23.03609342
RNF38	-0.471992905	23.03609342
SFRP1	-0.471992905	23.03609342
SOX10	-0.471992905	23.03609342
SRR	-0.471992905	23.03609342
ST6GALNAC5	-0.471992905	23.03609342
STOML2	-0.471992905	23.03609342
THRB	-0.471992905	23.03609342
TMEM192	-0.471992905	23.03609342
TMEM248	-0.471992905	23.03609342
WDR26	-0.471992905	23.03609342
ZC3H12B	-0.471992905	23.03609342
ZNF410	-0.471992905	23.03609342
THBS2	-0.470420436	23.04788865
TPR	-0.470420436	23.04788865
BSDC1	-0.47017169	23.25430526
C19orf54	-0.47017169	23.25430526
CCDC149	-0.47017169	23.25430526
CDC16	-0.47017169	23.25430526
CNKSR2	-0.47017169	23.25430526
CRLF3	-0.47017169	23.25430526
DCAF17	-0.47017169	23.25430526
DNAJC3	-0.47017169	23.25430526
EBF1	-0.47017169	23.25430526
FH	-0.47017169	23.25430526
GMEB1	-0.47017169	23.25430526
GPR18	-0.47017169	23.25430526
HOXC10	-0.47017169	23.25430526
HPN	-0.47017169	23.25430526
HSD11B2	-0.47017169	23.25430526
HTR1E	-0.47017169	23.25430526
MCRS1	-0.47017169	23.25430526
NAA40	-0.47017169	23.25430526
NME7	-0.47017169	23.25430526
NNMT	-0.47017169	23.25430526
NOP58	-0.47017169	23.25430526
PAQR4	-0.47017169	23.25430526
PHF16	-0.47017169	23.25430526
PKNOX1	-0.47017169	23.25430526
PPP2R3C	-0.47017169	23.25430526
PRCC	-0.47017169	23.25430526
QRICH1	-0.47017169	23.25430526
RARA	-0.47017169	23.25430526
SUCLG1	-0.47017169	23.25430526
TGFB1I1	-0.47017169	23.25430526
UNG	-0.47017169	23.25430526
WDR48	-0.47017169	23.25430526
ZNF326	-0.47017169	23.25430526
ZNF436	-0.47017169	23.25430526
ZNF564	-0.47017169	23.25430526
DNMBP	-0.468608479	23.26020288
ALDH7A1	-0.468351206	23.42533616
EXD1	-0.468351206	23.42533616
FAAH	-0.468351206	23.42533616
FAM46B	-0.468351206	23.42533616
FOXO1	-0.468351206	23.42533616
FUT8	-0.468351206	23.42533616
FZD7	-0.468351206	23.42533616
GCLC	-0.468351206	23.42533616
GORAB	-0.468351206	23.42533616
HTR5A	-0.468351206	23.42533616
IGF2BP3	-0.468351206	23.42533616
KCNJ1	-0.468351206	23.42533616
KIAA0513	-0.468351206	23.42533616
KPTN	-0.468351206	23.42533616
LONP2	-0.468351206	23.42533616
MAN1A1	-0.468351206	23.42533616
NOTUM	-0.468351206	23.42533616
